Student Code,State,Started on,Completed,Time taken,Grade/10.00,Q. 1 /2.00,Q. 2 /2.00,Q. 3 /2.00,Q. 4 /2.00,Q. 5 /2.00
3906,Finished,2 September 2023  1:52 PM,2 September 2023  1:59 PM,7 mins 2 secs,2.00,0.00,2.00,0.00,0.00,0.00
3952,Finished,2 September 2023  3:00 PM,2 September 2023  3:04 PM,3 mins 38 secs,4.00,0.00,2.00,2.00,-,0.00
3893,Finished,2 September 2023  3:56 PM,3 September 2023  9:39 AM,17 hours 42 mins,4.00,0.00,2.00,2.00,0.00,0.00
3866,Finished,2 September 2023  4:00 PM,2 September 2023  4:04 PM,3 mins 55 secs,8.00,2.00,2.00,2.00,0.00,2.00
3889,Finished,2 September 2023  4:00 PM,2 September 2023  4:03 PM,3 mins 8 secs,8.00,2.00,2.00,2.00,2.00,0.00
3894,Finished,2 September 2023  6:33 PM,2 September 2023  6:39 PM,6 mins 4 secs,2.00,0.00,0.00,0.00,0.00,2.00
3958,Finished,2 September 2023  6:50 PM,2 September 2023  6:55 PM,4 mins 35 secs,0.00,0.00,0.00,0.00,0.00,0.00
3890,Finished,2 September 2023  7:43 PM,2 September 2023  7:58 PM,15 mins 6 secs,4.00,0.00,2.00,2.00,0.00,0.00
3958,Finished,2 September 2023  10:25 PM,2 September 2023  10:27 PM,2 mins 3 secs,8.00,2.00,2.00,2.00,2.00,0.00
3929,Finished,3 September 2023  6:03 AM,3 September 2023  6:08 AM,4 mins 55 secs,0.00,0.00,0.00,0.00,0.00,0.00
3953,Finished,3 September 2023  6:58 AM,3 September 2023  7:02 AM,3 mins 3 secs,2.00,2.00,0.00,0.00,-,0.00
3894,Finished,3 September 2023  9:23 AM,3 September 2023  9:24 AM,50 secs,8.00,2.00,2.00,2.00,0.00,2.00
3929,Finished,3 September 2023  9:55 AM,3 September 2023  10:02 AM,7 mins 41 secs,2.00,0.00,0.00,2.00,0.00,0.00
4071,Finished,3 September 2023  10:00 AM,3 September 2023  10:15 AM,14 mins 36 secs,2.00,0.00,2.00,0.00,0.00,0.00
4037,Finished,3 September 2023  10:15 AM,3 September 2023  10:23 AM,8 mins 16 secs,0.00,0.00,0.00,0.00,0.00,0.00
4071,Finished,3 September 2023  12:15 PM,3 September 2023  12:17 PM,2 mins 6 secs,6.00,2.00,2.00,2.00,0.00,0.00
3929,Finished,3 September 2023  12:44 PM,3 September 2023  12:46 PM,2 mins 31 secs,2.00,0.00,0.00,2.00,0.00,0.00
3093,Finished,3 September 2023  1:31 PM,3 September 2023  1:35 PM,3 mins 46 secs,2.00,0.00,2.00,0.00,0.00,0.00
3902,Finished,3 September 2023  1:42 PM,3 September 2023  3:24 PM,1 hour 41 mins,2.00,0.00,0.00,2.00,0.00,0.00
3929,Finished,3 September 2023  2:47 PM,3 September 2023  2:48 PM,1 min 10 secs,8.00,2.00,2.00,2.00,0.00,2.00
3896,Finished,3 September 2023  3:22 PM,3 September 2023  3:27 PM,4 mins 23 secs,8.00,2.00,2.00,2.00,2.00,0.00
3900,Finished,3 September 2023  3:51 PM,3 September 2023  3:59 PM,7 mins 52 secs,0.00,0.00,0.00,0.00,0.00,0.00
3904,Finished,3 September 2023  3:53 PM,3 September 2023  4:11 PM,18 mins 10 secs,4.00,0.00,2.00,2.00,0.00,0.00
3926,Finished,3 September 2023  4:35 PM,3 September 2023  4:41 PM,6 mins 34 secs,6.00,2.00,2.00,2.00,0.00,0.00
3986,Finished,3 September 2023  5:08 PM,3 September 2023  5:12 PM,3 mins 46 secs,2.00,0.00,2.00,0.00,0.00,0.00
3897,Finished,3 September 2023  5:36 PM,3 September 2023  5:40 PM,4 mins 28 secs,4.00,0.00,2.00,2.00,0.00,0.00
3912,Finished,3 September 2023  5:42 PM,3 September 2023  5:46 PM,4 mins 2 secs,4.00,0.00,2.00,2.00,0.00,0.00
3898,Finished,3 September 2023  5:54 PM,3 September 2023  5:57 PM,3 mins 26 secs,6.00,0.00,2.00,2.00,2.00,0.00
3900,Finished,3 September 2023  6:58 PM,3 September 2023  7:07 PM,8 mins 44 secs,2.00,2.00,0.00,0.00,0.00,0.00
3913,Finished,3 September 2023  7:19 PM,3 September 2023  7:22 PM,3 mins 16 secs,2.00,0.00,0.00,2.00,0.00,0.00
3986,Finished,3 September 2023  7:23 PM,3 September 2023  7:27 PM,3 mins 17 secs,4.00,0.00,2.00,2.00,0.00,0.00
4454,Finished,3 September 2023  8:14 PM,3 September 2023  8:18 PM,4 mins 6 secs,4.00,0.00,2.00,2.00,0.00,0.00
3900,Finished,3 September 2023  9:09 PM,3 September 2023  9:11 PM,2 mins 55 secs,6.00,2.00,2.00,2.00,0.00,0.00
3911,Finished,3 September 2023  9:37 PM,3 September 2023  9:46 PM,8 mins 55 secs,2.00,0.00,2.00,0.00,0.00,0.00
3913,Finished,3 September 2023  9:50 PM,3 September 2023  9:52 PM,2 mins 50 secs,4.00,2.00,0.00,2.00,0.00,0.00
4341,Finished,3 September 2023  10:03 PM,3 September 2023  10:04 PM,48 secs,2.00,0.00,2.00,0.00,-,0.00
3902,Finished,3 September 2023  10:08 PM,3 September 2023  10:15 PM,6 mins 30 secs,4.00,0.00,0.00,2.00,2.00,0.00
3986,Finished,3 September 2023  10:22 PM,3 September 2023  10:24 PM,1 min 53 secs,6.00,2.00,2.00,2.00,0.00,0.00
3918,Finished,4 September 2023  8:32 AM,4 September 2023  8:41 AM,8 mins 56 secs,2.00,0.00,0.00,2.00,-,0.00
3915,Finished,4 September 2023  8:42 AM,4 September 2023  8:46 AM,4 mins 5 secs,2.00,0.00,0.00,2.00,-,0.00
3911,Finished,4 September 2023  9:26 AM,4 September 2023  9:39 AM,13 mins 15 secs,2.00,0.00,2.00,0.00,0.00,0.00
4044,Finished,4 September 2023  10:34 AM,4 September 2023  10:37 AM,2 mins 36 secs,4.00,0.00,0.00,2.00,0.00,2.00
3918,Finished,4 September 2023  10:53 AM,4 September 2023  11:00 AM,7 mins 45 secs,4.00,0.00,2.00,2.00,0.00,0.00
3914,Finished,4 September 2023  11:03 AM,4 September 2023  11:16 AM,13 mins 2 secs,6.00,2.00,2.00,0.00,2.00,0.00
3943,Finished,4 September 2023  11:13 AM,4 September 2023  11:47 AM,34 mins 48 secs,8.00,2.00,2.00,2.00,2.00,0.00
3945,Finished,4 September 2023  11:13 AM,4 September 2023  11:46 AM,32 mins 31 secs,4.00,0.00,0.00,2.00,2.00,0.00
3915,Finished,4 September 2023  11:32 AM,4 September 2023  11:37 AM,4 mins 37 secs,4.00,2.00,2.00,0.00,-,0.00
3911,Finished,4 September 2023  11:43 AM,4 September 2023  11:45 AM,2 mins 5 secs,6.00,0.00,2.00,2.00,0.00,2.00
3944,Finished,4 September 2023  11:44 AM,4 September 2023  11:50 AM,5 mins 56 secs,4.00,0.00,2.00,2.00,0.00,0.00
3921,Finished,4 September 2023  12:57 PM,4 September 2023  1:00 PM,3 mins 21 secs,2.00,0.00,2.00,0.00,0.00,0.00
3966,Finished,4 September 2023  1:59 PM,4 September 2023  2:57 PM,58 mins 20 secs,2.00,0.00,0.00,2.00,0.00,0.00
3907,Finished,4 September 2023  2:44 PM,4 September 2023  2:46 PM,2 mins 11 secs,6.00,0.00,2.00,2.00,2.00,0.00
3906,Finished,4 September 2023  2:48 PM,4 September 2023  2:51 PM,3 mins,4.00,0.00,2.00,2.00,0.00,0.00
3840,In progress,4 September 2023  2:51 PM,-,-,-,-,-,-,-,-
3908,Finished,4 September 2023  2:52 PM,4 September 2023  2:55 PM,2 mins 38 secs,6.00,0.00,2.00,2.00,2.00,0.00
3909,Finished,4 September 2023  2:53 PM,4 September 2023  2:56 PM,3 mins 5 secs,4.00,0.00,2.00,2.00,0.00,0.00
3875,In progress,4 September 2023  3:10 PM,-,-,-,-,-,-,-,-
3917,Finished,4 September 2023  3:10 PM,4 September 2023  3:15 PM,4 mins 28 secs,2.00,0.00,0.00,2.00,0.00,0.00
3910,Finished,4 September 2023  3:13 PM,4 September 2023  3:18 PM,4 mins 15 secs,4.00,0.00,2.00,2.00,0.00,0.00
3932,Finished,4 September 2023  3:16 PM,4 September 2023  3:21 PM,5 mins 10 secs,0.00,0.00,0.00,0.00,0.00,0.00
3921,Finished,4 September 2023  3:20 PM,4 September 2023  3:25 PM,5 mins 9 secs,2.00,0.00,2.00,0.00,0.00,0.00
4157,Finished,4 September 2023  4:05 PM,4 September 2023  4:12 PM,6 mins 59 secs,2.00,0.00,-,2.00,0.00,0.00
3916,Finished,4 September 2023  4:58 PM,4 September 2023  5:00 PM,1 min 54 secs,6.00,2.00,2.00,2.00,0.00,0.00
4037,Finished,4 September 2023  5:06 PM,4 September 2023  5:52 PM,46 mins 7 secs,4.00,0.00,2.00,2.00,0.00,0.00
3918,Finished,4 September 2023  6:23 PM,4 September 2023  6:27 PM,3 mins 41 secs,8.00,2.00,2.00,2.00,0.00,2.00
3937,Finished,4 September 2023  6:23 PM,4 September 2023  6:27 PM,3 mins 35 secs,0.00,0.00,0.00,0.00,0.00,0.00
4024,Finished,4 September 2023  6:55 PM,4 September 2023  6:58 PM,2 mins 39 secs,0.00,0.00,0.00,0.00,-,0.00
3928,Finished,4 September 2023  7:15 PM,4 September 2023  7:19 PM,3 mins 30 secs,2.00,0.00,0.00,2.00,0.00,0.00
3917,Finished,4 September 2023  7:42 PM,4 September 2023  7:46 PM,4 mins 15 secs,2.00,0.00,0.00,2.00,0.00,0.00
3920,Finished,4 September 2023  9:31 PM,4 September 2023  9:35 PM,3 mins 30 secs,0.00,0.00,0.00,0.00,0.00,0.00
3927,Finished,5 September 2023  6:19 AM,5 September 2023  6:26 AM,6 mins 46 secs,0.00,0.00,0.00,0.00,0.00,0.00
3917,Finished,5 September 2023  6:58 AM,5 September 2023  7:00 AM,1 min 30 secs,4.00,0.00,2.00,2.00,0.00,0.00
3920,Finished,5 September 2023  6:59 AM,5 September 2023  7:05 AM,6 mins 19 secs,2.00,0.00,2.00,0.00,0.00,0.00
3928,Finished,5 September 2023  7:44 AM,5 September 2023  7:46 AM,1 min 28 secs,0.00,0.00,0.00,0.00,0.00,0.00
3927,Finished,5 September 2023  8:26 AM,5 September 2023  8:27 AM,1 min 15 secs,4.00,0.00,2.00,2.00,0.00,0.00
3920,Finished,5 September 2023  9:35 AM,5 September 2023  9:39 AM,3 mins 39 secs,4.00,0.00,2.00,2.00,0.00,0.00
3928,Finished,5 September 2023  10:06 AM,5 September 2023  10:07 AM,1 min 14 secs,4.00,0.00,2.00,0.00,0.00,2.00
3916,Finished,5 September 2023  10:24 AM,5 September 2023  10:27 AM,3 mins 19 secs,8.00,2.00,2.00,2.00,0.00,2.00
4690,Finished,5 September 2023  10:44 AM,5 September 2023  10:46 AM,2 mins 33 secs,4.00,0.00,2.00,2.00,0.00,0.00
3922,Finished,5 September 2023  2:22 PM,5 September 2023  2:24 PM,1 min 45 secs,8.00,2.00,2.00,2.00,2.00,0.00
4180,Finished,5 September 2023  3:04 PM,9 October 2023  2:46 PM,33 days 23 hours,4.00,2.00,0.00,2.00,0.00,0.00
3921,Finished,5 September 2023  3:15 PM,5 September 2023  3:22 PM,7 mins 24 secs,6.00,0.00,2.00,2.00,0.00,2.00
4501,Finished,5 September 2023  6:07 PM,5 September 2023  6:39 PM,32 mins 12 secs,2.00,0.00,0.00,2.00,0.00,0.00
3942,Finished,5 September 2023  6:13 PM,5 September 2023  6:18 PM,4 mins 18 secs,0.00,0.00,0.00,0.00,0.00,0.00
3937,Finished,5 September 2023  6:29 PM,5 September 2023  6:38 PM,8 mins 48 secs,2.00,0.00,2.00,0.00,0.00,0.00
3988,Finished,5 September 2023  7:48 PM,5 September 2023  7:54 PM,6 mins 2 secs,0.00,0.00,0.00,0.00,0.00,0.00
3923,Finished,5 September 2023  7:50 PM,5 September 2023  7:51 PM,1 min 19 secs,8.00,2.00,2.00,2.00,0.00,2.00
3930,Finished,5 September 2023  9:43 PM,5 September 2023  9:57 PM,13 mins 41 secs,4.00,0.00,2.00,2.00,0.00,0.00
4023,Finished,5 September 2023  10:15 PM,5 September 2023  10:22 PM,7 mins 41 secs,8.00,2.00,2.00,2.00,2.00,0.00
4980,Finished,5 September 2023  11:18 PM,5 September 2023  11:45 PM,27 mins 13 secs,4.00,0.00,2.00,2.00,0.00,0.00
3930,Finished,6 September 2023  12:25 AM,6 September 2023  12:29 AM,4 mins 1 sec,0.00,0.00,0.00,0.00,0.00,0.00
3926,Finished,6 September 2023  1:12 AM,6 September 2023  1:24 AM,11 mins 24 secs,6.00,2.00,2.00,2.00,0.00,0.00
3926,Finished,6 September 2023  9:19 AM,6 September 2023  9:23 AM,4 mins 35 secs,8.00,2.00,2.00,2.00,0.00,2.00
4085,Finished,6 September 2023  11:43 AM,6 September 2023  11:54 AM,11 mins 13 secs,0.00,0.00,0.00,0.00,0.00,0.00
5106,Finished,6 September 2023  11:52 AM,6 September 2023  12:12 PM,19 mins 47 secs,2.00,0.00,0.00,2.00,0.00,0.00
4002,Finished,6 September 2023  12:39 PM,6 September 2023  1:11 PM,32 mins 27 secs,4.00,0.00,2.00,2.00,0.00,0.00
3931,Finished,6 September 2023  2:12 PM,6 September 2023  2:16 PM,3 mins 49 secs,4.00,0.00,2.00,2.00,0.00,0.00
3932,Finished,6 September 2023  2:23 PM,6 September 2023  2:27 PM,3 mins 57 secs,6.00,0.00,2.00,2.00,2.00,0.00
3933,Finished,6 September 2023  2:55 PM,6 September 2023  3:06 PM,11 mins 37 secs,6.00,2.00,2.00,2.00,0.00,0.00
3930,Finished,6 September 2023  4:05 PM,6 September 2023  4:08 PM,2 mins 35 secs,0.00,0.00,0.00,0.00,0.00,0.00
3938,Finished,6 September 2023  4:54 PM,6 September 2023  5:05 PM,11 mins 12 secs,2.00,0.00,2.00,0.00,0.00,0.00
3935,Finished,6 September 2023  5:05 PM,6 September 2023  5:18 PM,12 mins 54 secs,4.00,2.00,0.00,2.00,0.00,0.00
3936,Finished,6 September 2023  5:45 PM,6 September 2023  5:49 PM,3 mins 17 secs,2.00,0.00,2.00,0.00,0.00,0.00
3990,Finished,6 September 2023  5:55 PM,6 September 2023  5:59 PM,4 mins 5 secs,0.00,0.00,0.00,0.00,0.00,0.00
3938,Finished,6 September 2023  7:10 PM,6 September 2023  7:14 PM,3 mins 45 secs,8.00,2.00,2.00,2.00,2.00,0.00
3935,Finished,6 September 2023  8:45 PM,6 September 2023  8:49 PM,3 mins 23 secs,4.00,2.00,2.00,0.00,0.00,0.00
4157,Finished,6 September 2023  8:49 PM,13 September 2023  10:30 AM,6 days 13 hours,4.00,0.00,2.00,2.00,0.00,0.00
3936,Finished,6 September 2023  10:24 PM,6 September 2023  10:53 PM,29 mins 1 sec,8.00,2.00,2.00,2.00,0.00,2.00
3937,Finished,7 September 2023  7:31 AM,7 September 2023  7:37 AM,5 mins 27 secs,4.00,0.00,2.00,2.00,0.00,0.00
3957,Finished,7 September 2023  1:40 PM,7 September 2023  1:46 PM,5 mins 49 secs,0.00,0.00,0.00,0.00,0.00,0.00
4205,Finished,7 September 2023  2:28 PM,7 September 2023  2:36 PM,8 mins 12 secs,2.00,0.00,0.00,2.00,0.00,0.00
2502,Finished,7 September 2023  2:30 PM,7 September 2023  2:37 PM,7 mins 13 secs,8.00,2.00,2.00,2.00,0.00,2.00
3957,Finished,7 September 2023  3:53 PM,7 September 2023  3:59 PM,6 mins 16 secs,0.00,0.00,0.00,0.00,0.00,0.00
3418,Finished,7 September 2023  4:20 PM,7 September 2023  4:25 PM,5 mins 6 secs,2.00,0.00,2.00,0.00,0.00,0.00
4089,Finished,7 September 2023  4:59 PM,7 September 2023  5:04 PM,4 mins 55 secs,2.00,0.00,2.00,0.00,0.00,0.00
3941,Finished,7 September 2023  5:42 PM,7 September 2023  5:47 PM,5 mins 25 secs,2.00,0.00,0.00,2.00,-,0.00
3957,Finished,7 September 2023  5:59 PM,7 September 2023  6:01 PM,1 min 13 secs,8.00,2.00,2.00,2.00,0.00,2.00
4024,Finished,7 September 2023  6:16 PM,7 September 2023  6:20 PM,4 mins 5 secs,0.00,0.00,0.00,0.00,-,0.00
4089,Finished,7 September 2023  7:55 PM,7 September 2023  8:02 PM,6 mins 40 secs,2.00,0.00,2.00,0.00,0.00,0.00
3941,Finished,7 September 2023  9:02 PM,7 September 2023  9:12 PM,10 mins 4 secs,4.00,0.00,2.00,2.00,0.00,0.00
4501,Finished,7 September 2023  9:52 PM,7 September 2023  10:09 PM,16 mins 31 secs,2.00,0.00,0.00,2.00,0.00,0.00
4418,Finished,7 September 2023  9:59 PM,7 September 2023  10:47 PM,48 mins 11 secs,2.00,2.00,0.00,0.00,0.00,0.00
3942,Finished,7 September 2023  10:07 PM,7 September 2023  10:09 PM,1 min 32 secs,4.00,0.00,2.00,2.00,0.00,0.00
4089,Finished,7 September 2023  11:13 PM,7 September 2023  11:17 PM,4 mins 28 secs,6.00,2.00,2.00,0.00,0.00,2.00
6169,Finished,8 September 2023  6:50 AM,8 September 2023  7:03 AM,13 mins 16 secs,4.00,0.00,2.00,2.00,0.00,0.00
3953,Finished,8 September 2023  7:05 AM,8 September 2023  7:09 AM,4 mins 25 secs,2.00,0.00,0.00,2.00,0.00,0.00
3939,Finished,8 September 2023  7:16 AM,8 September 2023  7:18 AM,1 min 15 secs,8.00,2.00,2.00,2.00,0.00,2.00
3951,Finished,8 September 2023  9:05 AM,8 September 2023  9:12 AM,7 mins 17 secs,4.00,0.00,0.00,0.00,2.00,2.00
3946,Finished,8 September 2023  10:38 AM,8 September 2023  10:47 AM,8 mins 27 secs,8.00,2.00,2.00,2.00,2.00,0.00
4418,Finished,8 September 2023  10:48 AM,8 September 2023  10:50 AM,1 min 37 secs,6.00,2.00,2.00,2.00,0.00,0.00
3947,Finished,8 September 2023  11:03 AM,8 September 2023  11:07 AM,3 mins 54 secs,6.00,2.00,2.00,2.00,0.00,0.00
3974,Finished,8 September 2023  11:21 AM,8 September 2023  11:27 AM,6 mins 1 sec,6.00,2.00,2.00,0.00,2.00,0.00
4019,Finished,8 September 2023  11:33 AM,8 September 2023  12:08 PM,34 mins 38 secs,2.00,0.00,0.00,2.00,0.00,0.00
3975,Finished,8 September 2023  12:04 PM,8 September 2023  12:13 PM,8 mins 43 secs,2.00,0.00,0.00,2.00,0.00,0.00
4022,Finished,8 September 2023  12:07 PM,8 September 2023  12:16 PM,8 mins 8 secs,8.00,2.00,2.00,2.00,2.00,0.00
3996,Finished,8 September 2023  1:14 PM,8 September 2023  1:18 PM,3 mins 56 secs,8.00,2.00,2.00,2.00,2.00,0.00
3975,Finished,8 September 2023  2:46 PM,8 September 2023  2:51 PM,4 mins 52 secs,6.00,2.00,2.00,2.00,0.00,0.00
3949,Finished,8 September 2023  2:52 PM,8 September 2023  2:54 PM,2 mins 29 secs,4.00,0.00,2.00,2.00,0.00,0.00
3971,Finished,8 September 2023  3:03 PM,8 September 2023  3:21 PM,17 mins 32 secs,2.00,0.00,0.00,2.00,0.00,0.00
4033,Finished,8 September 2023  3:14 PM,8 September 2023  3:25 PM,10 mins 41 secs,2.00,0.00,2.00,0.00,0.00,0.00
4019,Finished,8 September 2023  3:33 PM,8 September 2023  3:34 PM,1 min 18 secs,2.00,0.00,0.00,2.00,0.00,0.00
3950,In progress,8 September 2023  3:45 PM,-,-,-,-,-,-,-,-
4033,Finished,8 September 2023  5:54 PM,8 September 2023  6:02 PM,8 mins 12 secs,8.00,2.00,2.00,2.00,0.00,2.00
4024,Finished,8 September 2023  7:00 PM,8 September 2023  7:06 PM,6 mins 5 secs,0.00,0.00,0.00,0.00,0.00,0.00
3954,Finished,8 September 2023  7:15 PM,8 September 2023  7:25 PM,10 mins 26 secs,4.00,0.00,2.00,2.00,0.00,0.00
4019,Finished,8 September 2023  7:30 PM,8 September 2023  7:37 PM,6 mins 51 secs,8.00,2.00,2.00,2.00,0.00,2.00
3953,Finished,9 September 2023  5:53 AM,9 September 2023  5:54 AM,1 min 17 secs,4.00,0.00,2.00,2.00,0.00,0.00
4232,Finished,9 September 2023  6:26 AM,9 September 2023  6:32 AM,5 mins 4 secs,4.00,0.00,2.00,2.00,0.00,0.00
4862,Finished,9 September 2023  12:03 PM,9 September 2023  12:14 PM,11 mins 24 secs,4.00,0.00,2.00,2.00,0.00,0.00
3987,Finished,9 September 2023  12:48 PM,9 September 2023  12:53 PM,4 mins 47 secs,2.00,0.00,2.00,0.00,-,0.00
3955,Finished,9 September 2023  1:21 PM,9 September 2023  1:27 PM,5 mins 36 secs,2.00,0.00,2.00,0.00,0.00,0.00
3971,Finished,9 September 2023  1:45 PM,9 September 2023  1:51 PM,5 mins 40 secs,4.00,0.00,0.00,2.00,0.00,2.00
3955,Finished,9 September 2023  4:08 PM,9 September 2023  4:30 PM,21 mins 51 secs,4.00,0.00,2.00,2.00,0.00,0.00
3961,Finished,9 September 2023  5:00 PM,9 September 2023  5:38 PM,37 mins 58 secs,2.00,0.00,2.00,0.00,0.00,0.00
4051,Finished,9 September 2023  7:51 PM,9 September 2023  7:53 PM,1 min 20 secs,4.00,0.00,2.00,2.00,0.00,0.00
3961,Finished,9 September 2023  7:53 PM,9 September 2023  7:56 PM,2 mins 42 secs,4.00,0.00,2.00,2.00,0.00,0.00
4003,Finished,9 September 2023  10:53 PM,9 September 2023  11:02 PM,9 mins 25 secs,4.00,2.00,2.00,0.00,0.00,0.00
4043,Finished,10 September 2023  12:05 AM,10 September 2023  12:09 AM,3 mins 28 secs,4.00,0.00,2.00,2.00,0.00,0.00
3955,Finished,10 September 2023  12:09 AM,10 September 2023  12:12 AM,2 mins 46 secs,4.00,0.00,2.00,2.00,0.00,0.00
3967,Finished,10 September 2023  3:21 PM,10 September 2023  3:28 PM,6 mins 9 secs,2.00,2.00,0.00,0.00,-,0.00
3959,Finished,10 September 2023  3:49 PM,10 September 2023  4:00 PM,11 mins 42 secs,4.00,0.00,2.00,2.00,0.00,0.00
3960,Finished,10 September 2023  3:50 PM,10 September 2023  4:00 PM,10 mins 46 secs,4.00,0.00,2.00,2.00,0.00,0.00
3962,Finished,10 September 2023  4:29 PM,10 September 2023  4:32 PM,2 mins 48 secs,4.00,0.00,2.00,2.00,0.00,0.00
4003,Finished,10 September 2023  5:06 PM,10 September 2023  5:08 PM,2 mins 37 secs,6.00,2.00,2.00,2.00,0.00,0.00
3966,Finished,10 September 2023  6:28 PM,10 September 2023  7:39 PM,1 hour 11 mins,4.00,0.00,2.00,2.00,0.00,0.00
3978,Finished,10 September 2023  6:55 PM,10 September 2023  9:06 PM,2 hours 11 mins,6.00,0.00,2.00,2.00,2.00,0.00
3964,Finished,10 September 2023  6:59 PM,10 September 2023  7:04 PM,4 mins 52 secs,2.00,0.00,0.00,2.00,0.00,0.00
5406,Finished,10 September 2023  7:19 PM,10 September 2023  7:31 PM,11 mins 11 secs,2.00,0.00,0.00,0.00,2.00,0.00
3990,Finished,10 September 2023  8:28 PM,11 September 2023  9:39 PM,1 day 1 hour,2.00,0.00,2.00,0.00,0.00,0.00
3964,Finished,10 September 2023  9:32 PM,10 September 2023  9:39 PM,7 mins 23 secs,4.00,0.00,2.00,2.00,0.00,0.00
4006,Finished,10 September 2023  9:59 PM,16 September 2023  8:25 PM,5 days 22 hours,4.00,0.00,2.00,2.00,0.00,0.00
3980,Finished,11 September 2023  1:55 AM,11 September 2023  1:59 AM,3 mins 31 secs,0.00,0.00,0.00,0.00,0.00,-
4017,Finished,11 September 2023  9:28 AM,11 September 2023  9:41 AM,12 mins 51 secs,4.00,0.00,2.00,2.00,0.00,0.00
3963,Finished,11 September 2023  10:15 AM,11 September 2023  10:17 AM,2 mins 33 secs,6.00,0.00,2.00,2.00,0.00,2.00
3967,Finished,11 September 2023  10:28 AM,11 September 2023  10:33 AM,5 mins 4 secs,6.00,0.00,2.00,2.00,2.00,0.00
3969,Finished,11 September 2023  1:31 PM,11 September 2023  1:35 PM,3 mins 51 secs,6.00,2.00,2.00,2.00,0.00,0.00
3970,Finished,11 September 2023  2:00 PM,11 September 2023  2:31 PM,31 mins 3 secs,4.00,2.00,0.00,2.00,0.00,0.00
3968,Finished,11 September 2023  2:07 PM,11 September 2023  2:08 PM,36 secs,8.00,2.00,2.00,2.00,-,2.00
3978,Finished,11 September 2023  5:11 PM,11 September 2023  5:16 PM,4 mins 19 secs,4.00,0.00,2.00,2.00,0.00,0.00
4351,Finished,11 September 2023  7:24 PM,11 September 2023  7:36 PM,11 mins 21 secs,4.00,2.00,2.00,0.00,0.00,0.00
3977,Finished,11 September 2023  7:36 PM,11 September 2023  7:43 PM,6 mins 10 secs,0.00,0.00,0.00,0.00,0.00,0.00
4078,Finished,11 September 2023  9:43 PM,11 September 2023  9:51 PM,7 mins 53 secs,2.00,0.00,0.00,2.00,0.00,0.00
4108,Finished,11 September 2023  10:06 PM,11 September 2023  10:10 PM,4 mins 22 secs,0.00,0.00,0.00,0.00,0.00,0.00
4078,Finished,11 September 2023  11:58 PM,12 September 2023  12:00 AM,1 min 50 secs,4.00,0.00,2.00,2.00,0.00,0.00
3980,Finished,12 September 2023  12:12 AM,12 September 2023  12:21 AM,9 mins 44 secs,2.00,0.00,2.00,0.00,0.00,0.00
3980,Finished,12 September 2023  7:57 AM,12 September 2023  8:01 AM,3 mins 23 secs,2.00,0.00,2.00,0.00,0.00,0.00
4242,Finished,12 September 2023  9:47 AM,12 September 2023  9:54 AM,6 mins 30 secs,0.00,0.00,0.00,0.00,0.00,0.00
3977,Finished,12 September 2023  11:14 AM,12 September 2023  11:21 AM,6 mins 40 secs,4.00,0.00,2.00,2.00,0.00,0.00
3978,Finished,12 September 2023  11:46 AM,12 September 2023  11:50 AM,4 mins 16 secs,8.00,2.00,2.00,2.00,0.00,2.00
4028,Finished,12 September 2023  11:51 AM,12 September 2023  12:15 PM,23 mins 49 secs,0.00,0.00,0.00,0.00,0.00,0.00
4242,Finished,12 September 2023  12:08 PM,12 September 2023  12:35 PM,27 mins 25 secs,6.00,0.00,2.00,2.00,0.00,2.00
4181,Finished,12 September 2023  1:57 PM,12 September 2023  2:07 PM,9 mins 55 secs,4.00,0.00,2.00,0.00,0.00,2.00
3980,Finished,12 September 2023  2:42 PM,12 September 2023  2:44 PM,1 min 35 secs,4.00,0.00,2.00,2.00,0.00,0.00
4881,Finished,12 September 2023  2:48 PM,12 September 2023  2:51 PM,2 mins 55 secs,0.00,0.00,0.00,0.00,-,0.00
4028,Finished,12 September 2023  3:36 PM,12 September 2023  3:39 PM,3 mins 13 secs,0.00,0.00,0.00,0.00,0.00,0.00
4242,Finished,12 September 2023  4:01 PM,12 September 2023  4:03 PM,1 min 55 secs,6.00,0.00,2.00,2.00,0.00,2.00
4049,Finished,12 September 2023  4:52 PM,12 September 2023  5:01 PM,8 mins 48 secs,8.00,2.00,2.00,2.00,2.00,0.00
3978,Finished,12 September 2023  5:39 PM,12 September 2023  5:41 PM,2 mins 19 secs,10.00,2.00,2.00,2.00,2.00,2.00
4028,Finished,12 September 2023  6:05 PM,12 September 2023  6:13 PM,7 mins 53 secs,4.00,2.00,0.00,2.00,0.00,0.00
4881,Finished,12 September 2023  7:06 PM,12 September 2023  7:11 PM,5 mins 26 secs,2.00,0.00,0.00,2.00,-,0.00
3979,Finished,12 September 2023  10:08 PM,12 September 2023  10:11 PM,3 mins 42 secs,6.00,2.00,2.00,2.00,0.00,0.00
4881,Finished,13 September 2023  2:12 AM,13 September 2023  2:12 AM,53 secs,4.00,2.00,0.00,2.00,-,0.00
4832,Finished,13 September 2023  6:38 AM,13 September 2023  6:42 AM,4 mins 35 secs,0.00,0.00,0.00,0.00,0.00,0.00
4832,Finished,13 September 2023  8:43 AM,13 September 2023  8:45 AM,2 mins 12 secs,2.00,2.00,0.00,0.00,0.00,0.00
